voting_id,congressman_id,vote_type,attendance_status,session_id,period,with_majority
46871,912,1,0,41168,2024,0
46871,938,1,0,41168,2024,0
46871,923,1,0,41168,2024,0
46871,160,1,0,41168,2024,0
46871,834,1,0,41168,2024,0
46871,951,1,0,41168,2024,0
46871,864,1,0,41168,2024,0
46871,809,1,0,41168,2024,0
46871,922,1,0,41168,2024,0
46871,925,1,0,41168,2024,0
46871,128,1,0,41168,2024,0
46871,913,1,0,41168,2024,0
46871,857,1,0,41168,2024,0
46871,890,1,0,41168,2024,0
46871,931,1,0,41168,2024,0
46871,135,1,0,41168,2024,0
46871,914,1,0,41168,2024,0
46871,875,1,0,41168,2024,0
46871,960,1,0,41168,2024,0
46871,829,1,0,41168,2024,0
46871,154,1,0,41168,2024,0
46871,928,1,0,41168,2024,0
46871,155,1,0,41168,2024,0
46872,929,0,0,41168,2024,0
46872,851,0,0,41168,2024,0
46872,948,0,0,41168,2024,0
46872,772,0,0,41168,2024,0
46872,907,0,0,41168,2024,0
46872,969,0,0,41168,2024,0
46872,894,0,0,41168,2024,0
46872,915,0,0,41168,2024,0
46872,18,0,0,41168,2024,0
46872,891,0,0,41168,2024,0
46872,908,0,0,41168,2024,0
46872,791,0,0,41168,2024,0
46872,905,0,0,41168,2024,0
46872,934,0,0,41168,2024,0
46872,831,0,0,41168,2024,0
46872,30,0,0,41168,2024,0
46872,842,0,0,41168,2024,0
46872,31,0,0,41168,2024,0
46872,899,0,0,41168,2024,0
46872,883,0,0,41168,2024,0
46872,888,0,0,41168,2024,0
46872,885,0,0,41168,2024,0
46872,39,0,0,41168,2024,0
46872,41,0,0,41168,2024,0
46872,826,0,0,41168,2024,0
46872,889,0,0,41168,2024,0
46872,906,0,0,41168,2024,0
46872,950,0,0,41168,2024,0
46872,970,0,0,41168,2024,0
46872,818,0,0,41168,2024,0
46872,963,0,0,41168,2024,0
46872,926,0,0,41168,2024,0
46872,796,0,0,41168,2024,0
46872,61,0,0,41168,2024,0
46872,819,0,0,41168,2024,0
46872,920,0,0,41168,2024,0
46872,909,0,0,41168,2024,0
46872,971,0,0,41168,2024,0
46872,935,0,0,41168,2024,0
46872,861,0,0,41168,2024,0
46872,902,0,0,41168,2024,0
46872,910,0,0,41168,2024,0
46872,949,0,0,41168,2024,0
46872,892,0,0,41168,2024,0
46872,86,0,0,41168,2024,0
46872,247,0,0,41168,2024,0
46872,942,0,0,41168,2024,0
46872,801,0,0,41168,2024,0
46872,911,0,0,41168,2024,0
46872,802,0,0,41168,2024,0
46872,95,0,0,41168,2024,0
46872,895,0,0,41168,2024,0
46872,917,0,0,41168,2024,0
46872,100,0,0,41168,2024,0
46872,845,0,0,41168,2024,0
46872,903,0,0,41168,2024,0
46872,896,0,0,41168,2024,0
46872,893,0,0,41168,2024,0
46872,936,0,0,41168,2024,0
46872,886,0,0,41168,2024,0
46872,959,0,0,41168,2024,0
46872,828,0,0,41168,2024,0
46872,897,0,0,41168,2024,0
46872,806,0,0,41168,2024,0
46872,937,0,0,41168,2024,0
46872,912,0,0,41168,2024,0
46872,938,0,0,41168,2024,0
46872,923,0,0,41168,2024,0
46872,160,0,0,41168,2024,0
46872,117,0,0,41168,2024,0
46872,834,0,0,41168,2024,0
46872,951,0,0,41168,2024,0
46872,974,0,0,41168,2024,0
46872,122,0,0,41168,2024,0
46872,864,0,0,41168,2024,0
46872,809,0,0,41168,2024,0
46872,922,0,0,41168,2024,0
46872,925,0,0,41168,2024,0
46872,128,0,0,41168,2024,0
46872,913,0,0,41168,2024,0
46872,857,0,0,41168,2024,0
46872,890,0,0,41168,2024,0
46872,931,0,0,41168,2024,0
46872,135,0,0,41168,2024,0
46872,914,0,0,41168,2024,0
46872,875,0,0,41168,2024,0
46872,960,0,0,41168,2024,0
46872,829,0,0,41168,2024,0
46872,154,0,0,41168,2024,0
46872,928,0,0,41168,2024,0
46872,155,0,0,41168,2024,0
46872,927,0,0,41168,2024,0
46872,840,1,0,41168,2024,1
46872,943,1,0,41168,2024,1
46872,2,1,0,41168,2024,1
46872,956,1,0,41168,2024,1
46872,972,1,0,41168,2024,1
46872,11,1,0,41168,2024,1
46872,918,1,0,41168,2024,1
46872,900,1,0,41168,2024,1
46872,973,1,0,41168,2024,1
46872,774,1,0,41168,2024,1
46872,787,1,0,41168,2024,1
46872,939,1,0,41168,2024,1
46872,965,1,0,41168,2024,1
46872,962,1,0,41168,2024,1
46872,776,1,0,41168,2024,1
46872,961,1,0,41168,2024,1
46872,944,1,0,41168,2024,1
46872,777,1,0,41168,2024,1
46872,933,1,0,41168,2024,1
46872,940,1,0,41168,2024,1
46872,884,1,0,41168,2024,1
46872,941,1,0,41168,2024,1
46872,54,1,0,41168,2024,1
46872,870,1,0,41168,2024,1
46872,788,1,0,41168,2024,1
46872,65,1,0,41168,2024,1
46872,904,1,0,41168,2024,1
46872,78,1,0,41168,2024,1
46872,898,1,0,41168,2024,1
46872,780,1,0,41168,2024,1
46872,881,1,0,41168,2024,1
46872,789,1,0,41168,2024,1
46872,976,1,0,41168,2024,1
46872,92,1,0,41168,2024,1
46872,93,1,0,41168,2024,1
46872,967,1,0,41168,2024,1
46872,179,1,0,41168,2024,1
46872,964,1,0,41168,2024,1
46872,793,1,0,41168,2024,1
46872,99,1,0,41168,2024,1
46872,921,1,0,41168,2024,1
46872,781,1,0,41168,2024,1
46872,782,1,0,41168,2024,1
46872,790,1,0,41168,2024,1
46872,953,1,0,41168,2024,1
46872,919,1,0,41168,2024,1
46872,932,1,0,41168,2024,1
46872,945,1,0,41168,2024,1
46872,946,1,0,41168,2024,1
46872,957,1,0,41168,2024,1
46872,126,1,0,41168,2024,1
46872,127,1,0,41168,2024,1
46872,811,1,0,41168,2024,1
46872,785,1,0,41168,2024,1
46872,901,1,0,41168,2024,1
46872,952,1,0,41168,2024,1
46872,966,1,0,41168,2024,1
46872,770,1,0,41168,2024,1
46872,130,1,0,41168,2024,1
46872,874,1,0,41168,2024,1
46872,924,1,0,41168,2024,1
46872,822,1,0,41168,2024,1
46872,958,1,0,41168,2024,1
46872,955,1,0,41168,2024,1
46872,887,1,0,41168,2024,1
46872,954,1,0,41168,2024,1
46872,947,1,0,41168,2024,1
46878,929,0,0,41168,2024,0
46878,851,0,0,41168,2024,0
46878,948,0,0,41168,2024,0
46878,772,0,0,41168,2024,0
46878,907,0,0,41168,2024,0
46878,969,0,0,41168,2024,0
46878,894,0,0,41168,2024,0
46878,915,0,0,41168,2024,0
46878,18,0,0,41168,2024,0
46878,891,0,0,41168,2024,0
46878,908,0,0,41168,2024,0
46878,791,0,0,41168,2024,0
46878,905,0,0,41168,2024,0
46878,934,0,0,41168,2024,0
46878,831,0,0,41168,2024,0
46878,30,0,0,41168,2024,0
46878,842,0,0,41168,2024,0
46878,31,0,0,41168,2024,0
46878,899,0,0,41168,2024,0
46878,883,0,0,41168,2024,0
46878,888,0,0,41168,2024,0
46878,885,0,0,41168,2024,0
46878,39,0,0,41168,2024,0
46878,41,0,0,41168,2024,0
46878,826,0,0,41168,2024,0
46878,889,0,0,41168,2024,0
46878,906,0,0,41168,2024,0
46878,950,0,0,41168,2024,0
46878,970,0,0,41168,2024,0
46878,818,0,0,41168,2024,0
46878,963,0,0,41168,2024,0
46878,926,0,0,41168,2024,0
46878,796,0,0,41168,2024,0
46878,61,0,0,41168,2024,0
46878,819,0,0,41168,2024,0
46878,920,0,0,41168,2024,0
46878,909,0,0,41168,2024,0
46878,971,0,0,41168,2024,0
46878,935,0,0,41168,2024,0
46878,861,0,0,41168,2024,0
46878,902,0,0,41168,2024,0
46878,910,0,0,41168,2024,0
46878,892,0,0,41168,2024,0
46878,86,0,0,41168,2024,0
