session_id,congressman_id,status
41173,895,0
41173,179,2
41173,917,0
41173,964,0
41173,793,0
41173,99,0
41173,921,0
41173,781,2
41173,100,0
41173,845,0
41173,903,0
41173,896,0
41173,782,2
41173,893,0
41173,886,0
41173,959,0
41173,828,0
41173,897,0
41173,806,0
41173,937,0
41173,912,0
41173,938,0
41173,790,2
41173,923,0
41173,953,0
41173,919,0
41173,160,0
41173,932,0
41173,117,0
41173,834,2
41173,951,0
41173,945,0
41173,946,0
41173,974,0
41173,122,0
41173,864,0
41173,809,0
41173,957,0
41173,922,0
41173,126,0
41173,925,0
41173,127,0
41173,128,0
41173,913,0
41173,811,0
41173,857,0
41173,890,0
41173,785,2
41173,901,0
41173,931,0
41173,952,0
41173,770,0
41173,966,0
41173,130,0
41173,874,0
41173,924,0
41173,822,0
41173,135,0
41173,914,2
41173,958,0
41173,875,0
41173,955,0
41173,887,0
41173,960,0
41173,954,0
41173,947,0
41173,829,0
41173,154,0
41173,928,0
41173,155,0
41173,977,0
41173,927,0
41174,929,0
41174,840,0
41174,943,0
41174,2,0
41174,956,0
41174,851,0
41174,948,0
41174,772,0
41174,907,0
41174,972,0
41174,11,0
41174,918,0
41174,969,0
41174,894,0
41174,915,0
41174,18,0
41174,891,0
41174,900,0
41174,973,0
41174,908,0
41174,774,0
41174,791,0
41174,905,0
41174,934,0
41174,831,0
41174,30,0
41174,787,0
41174,842,0
41174,31,0
41174,939,0
41174,899,0
41174,965,0
41174,962,0
41174,776,0
41174,883,0
41174,961,0
41174,888,0
41174,885,0
41174,39,0
41174,41,0
41174,826,0
41174,889,0
41174,906,0
41174,950,0
41174,944,0
41174,970,0
41174,777,0
41174,940,0
41174,933,0
41174,818,0
41174,963,0
41174,884,0
41174,941,0
41174,926,0
41174,54,1
41174,930,0
41174,796,0
41174,61,0
41174,819,0
41174,920,0
41174,870,0
41174,788,2
41174,65,0
41174,909,0
41174,971,0
41174,904,0
41174,935,0
41174,861,0
41174,902,0
41174,78,0
41174,910,0
41174,949,0
41174,892,0
41174,898,0
41174,86,0
41174,780,0
41174,881,0
41174,247,0
41174,942,0
41174,789,0
41174,976,0
41174,92,0
41174,801,0
41174,93,0
41174,911,0
41174,967,0
41174,802,0
41174,95,0
41174,895,0
41174,179,2
41174,917,0
41174,964,0
41174,793,0
41174,99,0
41174,921,0
41174,781,2
41174,100,0
41174,845,0
41174,903,0
41174,896,0
41174,782,0
41174,893,0
41174,886,0
41174,959,0
41174,828,0
41174,897,0
41174,806,0
41174,937,0
41174,912,0
41174,938,0
41174,790,1
41174,923,0
41174,953,0
41174,919,0
41174,160,0
41174,932,0
41174,117,0
41174,834,0
41174,951,0
41174,945,0
41174,946,0
41174,974,0
41174,122,0
41174,864,2
41174,809,0
41174,957,0
41174,922,0
41174,126,0
41174,925,0
41174,127,0
41174,128,0
41174,913,0
41174,811,0
41174,857,0
41174,890,0
41174,785,2
41174,901,0
41174,931,0
41174,952,0
41174,770,0
41174,966,0
41174,130,0
41174,874,0
41174,924,0
41174,822,0
41174,135,0
41174,914,2
41174,958,0
41174,875,0
41174,955,0
41174,887,0
41174,960,0
41174,954,0
41174,947,0
41174,829,0
41174,154,0
41174,928,0
41174,155,0
41174,977,0
41174,927,0
41175,929,0
41175,840,0
41175,943,0
41175,2,0
41175,956,0
41175,851,0
41175,948,0
41175,772,0
41175,907,0
41175,972,0
41175,11,0
41175,918,0
41175,969,0
41175,894,0
41175,915,0
41175,18,0
41175,891,0
41175,900,0
41175,973,0
41175,908,0
41175,774,1
41175,791,0
41175,905,0
41175,934,0
41175,831,0
41175,30,0
41175,787,0
41175,842,0
41175,31,0
41175,939,0
41175,899,0
41175,965,0
41175,962,0
41175,776,0
41175,883,0
41175,961,0
41175,888,0
41175,885,0
41175,39,0
41175,41,0
41175,826,0
41175,889,0
41175,906,0
41175,950,0
41175,944,0
41175,970,0
41175,777,0
41175,940,0
41175,933,2
41175,818,0
41175,963,0
41175,884,0
41175,941,0
41175,926,0
41175,54,0
41175,930,0
41175,796,0
41175,61,0
41175,819,0
41175,920,0
41175,870,0
41175,788,2
41175,65,0
41175,909,0
41175,971,0
41175,904,0
41175,935,0
41175,861,0
41175,902,0
41175,78,0
41175,910,0
41175,949,0
41175,892,0
41175,898,0
41175,86,2
41175,780,0
41175,881,0
41175,247,0
41175,942,0
41175,789,0
41175,976,0
41175,92,0
41175,801,0
41175,93,0
41175,911,0
41175,967,2
41175,802,0
41175,95,0
41175,895,0
41175,179,2
41175,917,0
41175,964,0
41175,793,0
41175,99,0
41175,921,0
41175,781,2
41175,100,0
41175,845,0
41175,903,0
41175,896,0
41175,782,0
41175,893,0
41175,886,0
41175,959,0
41175,828,2
41175,897,0
41175,806,0
41175,937,0
41175,912,0
41175,938,0
41175,790,0
41175,923,0
41175,953,0
41175,919,0
41175,160,0
41175,932,0
41175,117,0
41175,834,0
41175,951,0
41175,945,0
41175,946,0
41175,974,0
41175,122,0
41175,864,0
41175,809,0
41175,957,0
41175,922,0
41175,126,0
41175,925,0
41175,127,0
41175,128,0
41175,913,0
41175,811,0
41175,857,0
41175,890,0
41175,785,2
41175,901,0
41175,931,0
41175,952,0
41175,770,0
41175,966,0
41175,130,0
41175,874,0
41175,924,0
41175,822,0
41175,135,0
41175,914,2
41175,958,0
41175,875,0
41175,955,0
41175,887,0
41175,960,0
41175,954,0
41175,947,0
41175,829,0
41175,154,0
41175,928,0
41175,155,0
41175,977,0
41175,927,0
41176,929,0
41176,840,0
41176,943,0
41176,2,0
41176,956,0
41176,851,0
41176,948,0
41176,772,0
41176,907,0
41176,972,0
41176,11,0
41176,918,0
41176,969,0
41176,894,0
41176,915,0
41176,18,0
41176,891,0
41176,900,0
41176,973,0
41176,908,0
41176,774,2
41176,791,0
41176,905,0
41176,934,0
41176,831,0
41176,30,0
41176,787,0
41176,842,0
41176,31,0
41176,939,0
41176,899,0
41176,965,0
41176,962,0
41176,776,0
41176,883,0
41176,961,0
41176,888,0
41176,885,0
41176,39,0
41176,41,0
41176,826,0
41176,889,0
41176,906,0
41176,950,0
41176,944,0
41176,970,0
41176,777,0
41176,940,0
41176,933,0
41176,818,0
41176,963,0
41176,884,0
41176,941,0
41176,926,0
41176,54,0
41176,930,0
41176,796,0
41176,61,0
41176,819,0
41176,920,0
41176,870,0
41176,788,2
41176,65,2
