congressman_id,congressman_2_id,similarity_score,common_votes,same_votes,agreement_percentage
906,95,0.519919,1522,1198,0.7871
95,907,0.583381,1858,1544,0.831
907,95,0.583381,1858,1544,0.831
95,908,0.426226,1911,1467,0.7677
908,95,0.426226,1911,1467,0.7677
95,909,0.432278,1929,1482,0.7683
909,95,0.432278,1929,1482,0.7683
95,910,0.440772,1745,1346,0.7713
910,95,0.440772,1745,1346,0.7713
95,911,0.407723,1846,1385,0.7503
911,95,0.407723,1846,1385,0.7503
95,912,0.440295,1933,1496,0.7739
912,95,0.440295,1933,1496,0.7739
95,913,0.446891,1789,1390,0.777
913,95,0.446891,1789,1390,0.777
95,914,0.350294,1811,1304,0.72
914,95,0.350294,1811,1304,0.72
95,915,0.698399,1901,1666,0.8764
915,95,0.698399,1901,1666,0.8764
95,917,0.424407,1685,1267,0.7519
917,95,0.424407,1685,1267,0.7519
95,918,0.632838,1795,1521,0.8474
918,95,0.632838,1795,1521,0.8474
95,919,0.566185,1902,1556,0.8181
919,95,0.566185,1902,1556,0.8181
95,920,0.573842,1841,1523,0.8273
920,95,0.573842,1841,1523,0.8273
95,921,0.471685,1664,1317,0.7915
921,95,0.471685,1664,1317,0.7915
95,922,0.663848,1845,1587,0.8602
922,95,0.663848,1845,1587,0.8602
95,923,0.439064,1935,1507,0.7788
923,95,0.439064,1935,1507,0.7788
95,924,0.6016,1823,1533,0.8409
924,95,0.6016,1823,1533,0.8409
95,925,0.452778,1871,1471,0.7862
925,95,0.452778,1871,1471,0.7862
95,926,0.550357,1617,1341,0.8293
926,95,0.550357,1617,1341,0.8293
95,927,0.651878,1817,1560,0.8586
927,95,0.651878,1817,1560,0.8586
95,928,0.628,1746,1474,0.8442
928,95,0.628,1746,1474,0.8442
95,929,0.488667,1753,1394,0.7952
929,95,0.488667,1753,1394,0.7952
95,930,0.343805,1867,1321,0.7076
930,95,0.343805,1867,1321,0.7076
95,931,0.41309,1329,988,0.7434
931,95,0.41309,1329,988,0.7434
95,932,0.63801,1911,1628,0.8519
932,95,0.63801,1911,1628,0.8519
95,933,0.434299,1525,1145,0.7508
933,95,0.434299,1525,1145,0.7508
95,934,0.434917,1834,1414,0.771
934,95,0.434917,1834,1414,0.771
95,935,0.325661,1780,1238,0.6955
935,95,0.325661,1780,1238,0.6955
95,936,1.0,14,14,1.0
936,95,1.0,14,14,1.0
95,937,0.396296,1882,1404,0.746
937,95,0.396296,1882,1404,0.746
95,938,0.582911,230,193,0.8391
938,95,0.582911,230,193,0.8391
95,939,0.602824,1889,1575,0.8338
939,95,0.602824,1889,1575,0.8338
95,940,0.383289,1729,1274,0.7368
940,95,0.383289,1729,1274,0.7368
95,941,0.512325,1609,1277,0.7937
941,95,0.512325,1609,1277,0.7937
95,942,0.690503,1862,1619,0.8695
942,95,0.690503,1862,1619,0.8695
95,943,0.459841,1673,1254,0.7496
943,95,0.459841,1673,1254,0.7496
95,944,0.544216,1595,1272,0.7975
944,95,0.544216,1595,1272,0.7975
95,945,0.61006,1700,1420,0.8353
945,95,0.61006,1700,1420,0.8353
95,946,0.453387,1609,1209,0.7514
946,95,0.453387,1609,1209,0.7514
95,947,0.502555,1527,1197,0.7839
947,95,0.502555,1527,1197,0.7839
95,948,0.404012,1607,1189,0.7399
948,95,0.404012,1607,1189,0.7399
95,949,0.583887,1748,1433,0.8198
949,95,0.583887,1748,1433,0.8198
95,950,0.596954,1808,1508,0.8341
950,95,0.596954,1808,1508,0.8341
95,951,0.372298,1802,1329,0.7375
951,95,0.372298,1802,1329,0.7375
95,952,0.554934,1687,1370,0.8121
952,95,0.554934,1687,1370,0.8121
95,953,0.458292,1798,1413,0.7859
953,95,0.458292,1798,1413,0.7859
95,954,0.546081,1535,1226,0.7987
954,95,0.546081,1535,1226,0.7987
95,955,0.49989,1742,1353,0.7767
955,95,0.49989,1742,1353,0.7767
95,956,0.593426,1733,1448,0.8355
956,95,0.593426,1733,1448,0.8355
95,957,0.570841,1788,1470,0.8221
957,95,0.570841,1788,1470,0.8221
95,958,0.349658,1695,1236,0.7292
958,95,0.349658,1695,1236,0.7292
95,959,0.436467,1866,1433,0.768
959,95,0.436467,1866,1433,0.768
95,960,0.40472,1893,1418,0.7491
960,95,0.40472,1893,1418,0.7491
95,961,0.563119,1812,1491,0.8228
961,95,0.563119,1812,1491,0.8228
95,962,0.4476,1666,1240,0.7443
962,95,0.4476,1666,1240,0.7443
95,963,0.612095,1795,1509,0.8407
963,95,0.612095,1795,1509,0.8407
95,964,0.570375,1707,1399,0.8196
964,95,0.570375,1707,1399,0.8196
95,965,0.598299,1784,1486,0.833
965,95,0.598299,1784,1486,0.833
95,966,0.430379,1640,1197,0.7299
966,95,0.430379,1640,1197,0.7299
95,967,0.564984,1771,1452,0.8199
967,95,0.564984,1771,1452,0.8199
95,969,0.617915,1939,1645,0.8484
969,95,0.617915,1939,1645,0.8484
95,970,0.530837,1745,1436,0.8229
970,95,0.530837,1745,1436,0.8229
95,971,0.658319,1767,1520,0.8602
971,95,0.658319,1767,1520,0.8602
95,972,0.643487,1734,1479,0.8529
972,95,0.643487,1734,1479,0.8529
95,973,0.378268,1273,897,0.7046
973,95,0.378268,1273,897,0.7046
95,974,0.561474,1633,1330,0.8145
974,95,0.561474,1633,1330,0.8145
95,976,0.546459,1720,1371,0.7971
976,95,0.546459,1720,1371,0.7971
95,977,0.448819,1870,1459,0.7802
977,95,0.448819,1870,1459,0.7802
95,978,0.380461,1680,1252,0.7452
978,95,0.380461,1680,1252,0.7452
99,100,0.40892,1705,1354,0.7941
100,99,0.40892,1705,1354,0.7941
99,117,0.454887,1460,1166,0.7986
117,99,0.454887,1460,1166,0.7986
99,122,0.267262,1248,883,0.7075
122,99,0.267262,1248,883,0.7075
99,126,0.29203,1589,1197,0.7533
126,99,0.29203,1589,1197,0.7533
99,127,0.31942,1543,1089,0.7058
127,99,0.31942,1543,1089,0.7058
99,128,0.430631,1312,1026,0.782
128,99,0.430631,1312,1026,0.782
99,130,0.491152,1379,1075,0.7796
130,99,0.491152,1379,1075,0.7796
99,135,0.53269,1528,1269,0.8305
135,99,0.53269,1528,1269,0.8305
99,154,0.37163,1550,1123,0.7245
154,99,0.37163,1550,1123,0.7245
99,155,0.488996,1649,1330,0.8065
155,99,0.488996,1649,1330,0.8065
99,160,0.343603,1512,1124,0.7434
160,99,0.343603,1512,1124,0.7434
99,179,0.232247,1110,651,0.5865
179,99,0.232247,1110,651,0.5865
99,247,0.441343,1631,1265,0.7756
247,99,0.441343,1631,1265,0.7756
99,770,0.176462,1535,872,0.5681
770,99,0.176462,1535,872,0.5681
99,772,0.536505,1414,1155,0.8168
772,99,0.536505,1414,1155,0.8168
99,774,0.316423,1325,940,0.7094
774,99,0.316423,1325,940,0.7094
99,776,0.214975,1451,881,0.6072
776,99,0.214975,1451,881,0.6072
99,777,0.395572,1592,1176,0.7387
777,99,0.395572,1592,1176,0.7387
99,780,0.430595,1511,1123,0.7432
780,99,0.430595,1511,1123,0.7432
99,781,0.43291,1213,912,0.7519
781,99,0.43291,1213,912,0.7519
99,782,0.176606,1603,1032,0.6438
782,99,0.176606,1603,1032,0.6438
99,785,0.413517,1106,815,0.7369
785,99,0.413517,1106,815,0.7369
99,787,0.542945,1768,1460,0.8258
787,99,0.542945,1768,1460,0.8258
99,788,0.548661,1495,1227,0.8207
788,99,0.548661,1495,1227,0.8207
99,789,0.309982,1416,1005,0.7097
789,99,0.309982,1416,1005,0.7097
99,790,0.506242,1399,1099,0.7856
790,99,0.506242,1399,1099,0.7856
99,791,0.517154,1647,1349,0.8191
791,99,0.517154,1647,1349,0.8191
99,793,0.529816,1525,1225,0.8033
793,99,0.529816,1525,1225,0.8033
99,796,0.536401,1652,1359,0.8226
796,99,0.536401,1652,1359,0.8226
99,801,0.430395,1604,1241,0.7737
801,99,0.430395,1604,1241,0.7737
99,802,0.523674,1628,1344,0.8256
802,99,0.523674,1628,1344,0.8256
99,806,0.45474,1643,1302,0.7925
806,99,0.45474,1643,1302,0.7925
99,809,0.547715,1190,979,0.8227
809,99,0.547715,1190,979,0.8227
99,811,0.424987,1529,1154,0.7547
811,99,0.424987,1529,1154,0.7547
99,818,0.521943,1697,1386,0.8167
818,99,0.521943,1697,1386,0.8167
99,819,0.467581,1304,1010,0.7745
819,99,0.467581,1304,1010,0.7745
99,822,0.401312,1619,1231,0.7603
822,99,0.401312,1619,1231,0.7603
99,826,0.459315,1721,1360,0.7902
826,99,0.459315,1721,1360,0.7902
99,828,0.45351,1505,1220,0.8106
828,99,0.45351,1505,1220,0.8106
99,829,0.467225,1558,1254,0.8049
829,99,0.467225,1558,1254,0.8049
99,831,0.471644,1637,1293,0.7899
831,99,0.471644,1637,1293,0.7899
99,834,0.48216,1676,1342,0.8007
834,99,0.48216,1676,1342,0.8007
99,840,0.367654,1527,1083,0.7092
840,99,0.367654,1527,1083,0.7092
99,842,0.51212,1655,1343,0.8115
842,99,0.51212,1655,1343,0.8115
99,845,0.434696,1645,1277,0.7763
845,99,0.434696,1645,1277,0.7763
99,851,0.474745,1597,1289,0.8071
851,99,0.474745,1597,1289,0.8071
99,857,0.521595,1104,914,0.8279
857,99,0.521595,1104,914,0.8279
99,861,0.38205,1479,1097,0.7417
861,99,0.38205,1479,1097,0.7417
99,864,0.507615,1544,1242,0.8044
864,99,0.507615,1544,1242,0.8044
99,870,0.373836,1466,1088,0.7422
870,99,0.373836,1466,1088,0.7422
99,874,0.46277,1699,1336,0.7863
874,99,0.46277,1699,1336,0.7863
99,875,0.432129,1419,1114,0.7851
875,99,0.432129,1419,1114,0.7851
99,881,0.387908,1384,1018,0.7355
881,99,0.387908,1384,1018,0.7355
99,883,0.498289,1726,1398,0.81
883,99,0.498289,1726,1398,0.81
99,884,0.416049,1671,1262,0.7552
884,99,0.416049,1671,1262,0.7552
99,885,0.57447,1635,1367,0.8361
885,99,0.57447,1635,1367,0.8361
99,886,0.549865,1721,1434,0.8332
886,99,0.549865,1721,1434,0.8332
99,887,0.52351,1631,1363,0.8357
887,99,0.52351,1631,1363,0.8357
99,888,0.41343,1588,1222,0.7695
888,99,0.41343,1588,1222,0.7695
99,889,0.457115,1739,1353,0.778
889,99,0.457115,1739,1353,0.778
99,890,0.485668,1633,1285,0.7869
890,99,0.485668,1633,1285,0.7869
99,891,0.54011,1716,1435,0.8362
891,99,0.54011,1716,1435,0.8362
99,892,0.419028,1172,863,0.7363
892,99,0.419028,1172,863,0.7363
99,893,0.478242,1726,1373,0.7955
893,99,0.478242,1726,1373,0.7955
99,894,0.498459,1817,1475,0.8118
894,99,0.498459,1817,1475,0.8118
99,895,0.449152,1723,1345,0.7806
895,99,0.449152,1723,1345,0.7806
99,896,0.468745,1698,1328,0.7821
896,99,0.468745,1698,1328,0.7821
99,897,0.508733,1715,1399,0.8157
897,99,0.508733,1715,1399,0.8157
99,898,0.262503,1530,970,0.634
898,99,0.262503,1530,970,0.634
99,899,0.255823,1607,1098,0.6833
899,99,0.255823,1607,1098,0.6833
99,900,0.560737,1736,1437,0.8278
900,99,0.560737,1736,1437,0.8278
99,901,0.423023,1476,1094,0.7412
901,99,0.423023,1476,1094,0.7412
99,902,0.498233,1676,1367,0.8156
902,99,0.498233,1676,1367,0.8156
99,903,0.553587,1778,1479,0.8318
903,99,0.553587,1778,1479,0.8318
99,904,0.516591,1641,1332,0.8117
904,99,0.516591,1641,1332,0.8117
99,905,0.52523,1454,1178,0.8102
905,99,0.52523,1454,1178,0.8102
99,906,0.507975,1349,1065,0.7895
906,99,0.507975,1349,1065,0.7895
99,907,0.441247,1784,1412,0.7915
907,99,0.441247,1784,1412,0.7915
99,908,0.499656,1750,1419,0.8109
908,99,0.499656,1750,1419,0.8109
99,909,0.504239,1789,1452,0.8116
909,99,0.504239,1789,1452,0.8116
99,910,0.493806,1581,1267,0.8014
910,99,0.493806,1581,1267,0.8014
99,911,0.457112,1695,1319,0.7782
911,99,0.457112,1695,1319,0.7782
99,912,0.476823,1785,1426,0.7989
912,99,0.476823,1785,1426,0.7989
99,913,0.499599,1674,1352,0.8076
913,99,0.499599,1674,1352,0.8076
99,914,0.455973,1623,1262,0.7776
914,99,0.455973,1623,1262,0.7776
99,915,0.51568,1718,1394,0.8114
915,99,0.51568,1718,1394,0.8114
99,917,0.358224,1560,1161,0.7442
917,99,0.358224,1560,1161,0.7442
99,918,0.511179,1705,1382,0.8106
918,99,0.511179,1705,1382,0.8106
99,919,0.439725,1735,1336,0.77
919,99,0.439725,1735,1336,0.77
99,920,0.493742,1731,1405,0.8117
920,99,0.493742,1731,1405,0.8117
99,921,0.69162,1739,1552,0.8925
921,99,0.69162,1739,1552,0.8925
99,922,0.521075,1653,1340,0.8106
922,99,0.521075,1653,1340,0.8106
99,923,0.392695,1776,1383,0.7787
923,99,0.392695,1776,1383,0.7787
99,924,0.513435,1673,1372,0.8201
924,99,0.513435,1673,1372,0.8201
99,925,0.410384,1739,1375,0.7907
925,99,0.410384,1739,1375,0.7907
99,926,0.472369,1570,1295,0.8248
926,99,0.472369,1570,1295,0.8248
99,927,0.544442,1690,1408,0.8331
927,99,0.544442,1690,1408,0.8331
99,928,0.519425,1618,1318,0.8146
928,99,0.519425,1618,1318,0.8146
99,929,0.409101,1612,1259,0.781
929,99,0.409101,1612,1259,0.781
99,930,0.378841,1702,1261,0.7409
930,99,0.378841,1702,1261,0.7409
99,931,0.361329,1279,942,0.7365
931,99,0.361329,1279,942,0.7365
99,932,0.536474,1750,1432,0.8183
932,99,0.536474,1750,1432,0.8183
99,933,0.283722,1412,974,0.6898
933,99,0.283722,1412,974,0.6898
99,934,0.501377,1742,1410,0.8094
934,99,0.501377,1742,1410,0.8094
99,935,0.403326,1671,1232,0.7373
935,99,0.403326,1671,1232,0.7373
99,936,-0.206725,14,8,0.5714
936,99,-0.206725,14,8,0.5714
99,937,0.454028,1731,1356,0.7834
937,99,0.454028,1731,1356,0.7834
99,938,0.558482,259,219,0.8456
938,99,0.558482,259,219,0.8456
99,939,0.498826,1761,1408,0.7995
939,99,0.498826,1761,1408,0.7995
99,940,0.334261,1580,1157,0.7323
940,99,0.334261,1580,1157,0.7323
99,941,0.414718,1500,1146,0.764
941,99,0.414718,1500,1146,0.764
99,942,0.497764,1709,1363,0.7975
942,99,0.497764,1709,1363,0.7975
99,943,0.272464,1516,987,0.6511
943,99,0.272464,1516,987,0.6511
99,944,0.4317,1460,1088,0.7452
944,99,0.4317,1460,1088,0.7452
99,945,0.45365,1583,1222,0.772
945,99,0.45365,1583,1222,0.772
99,946,0.310839,1530,1047,0.6843
946,99,0.310839,1530,1047,0.6843
99,947,0.340017,1432,1034,0.7221
947,99,0.340017,1432,1034,0.7221
99,948,0.383889,1453,1093,0.7522
948,99,0.383889,1453,1093,0.7522
99,949,0.495033,1666,1325,0.7953
949,99,0.495033,1666,1325,0.7953
99,950,0.535406,1677,1380,0.8229
950,99,0.535406,1677,1380,0.8229
99,951,0.46149,1645,1292,0.7854
951,99,0.46149,1645,1292,0.7854
99,952,0.391352,1675,1264,0.7546
952,99,0.391352,1675,1264,0.7546
99,953,0.411046,1704,1352,0.7934
953,99,0.411046,1704,1352,0.7934
99,954,0.399011,1370,1006,0.7343
954,99,0.399011,1370,1006,0.7343
99,955,0.451473,1635,1262,0.7719
955,99,0.451473,1635,1262,0.7719
99,956,0.413798,1605,1230,0.7664
956,99,0.413798,1605,1230,0.7664
99,957,0.45835,1692,1344,0.7943
957,99,0.45835,1692,1344,0.7943
99,958,0.401684,1602,1226,0.7653
958,99,0.401684,1602,1226,0.7653
99,959,0.506968,1740,1411,0.8109
959,99,0.506968,1740,1411,0.8109
99,960,0.474978,1696,1342,0.7913
960,99,0.474978,1696,1342,0.7913
99,961,0.442751,1604,1259,0.7849
961,99,0.442751,1604,1259,0.7849
99,962,0.289124,1501,987,0.6576
962,99,0.289124,1501,987,0.6576
99,963,0.539814,1628,1339,0.8225
963,99,0.539814,1628,1339,0.8225
99,964,0.429684,1598,1224,0.766
964,99,0.429684,1598,1224,0.766
99,965,0.414899,1673,1260,0.7531
965,99,0.414899,1673,1260,0.7531
99,966,0.265838,1475,944,0.64
966,99,0.265838,1475,944,0.64
99,967,0.507732,1656,1346,0.8128
967,99,0.507732,1656,1346,0.8128
99,969,0.580998,1775,1510,0.8507
969,99,0.580998,1775,1510,0.8507
99,970,0.429836,1620,1297,0.8006
970,99,0.429836,1620,1297,0.8006
99,971,0.543398,1618,1335,0.8251
971,99,0.543398,1618,1335,0.8251
99,972,0.498382,1622,1302,0.8027
972,99,0.498382,1622,1302,0.8027
99,973,0.223091,1244,792,0.6367
973,99,0.223091,1244,792,0.6367
99,974,0.473057,1556,1234,0.7931
974,99,0.473057,1556,1234,0.7931
99,976,0.411049,1571,1169,0.7441
976,99,0.411049,1571,1169,0.7441
99,977,0.504803,1743,1416,0.8124
977,99,0.504803,1743,1416,0.8124
99,978,0.480358,1498,1194,0.7971
978,99,0.480358,1498,1194,0.7971
100,117,0.439175,1546,1238,0.8008
117,100,0.439175,1546,1238,0.8008
100,122,0.340285,1345,1002,0.745
122,100,0.340285,1345,1002,0.745
100,126,0.317787,1737,1363,0.7847
126,100,0.317787,1737,1363,0.7847
100,127,0.290292,1697,1208,0.7118
127,100,0.290292,1697,1208,0.7118
100,128,0.47226,1408,1149,0.8161
128,100,0.47226,1408,1149,0.8161
100,130,0.45042,1497,1156,0.7722
130,100,0.45042,1497,1156,0.7722
100,135,0.513294,1728,1443,0.8351
135,100,0.513294,1728,1443,0.8351
100,154,0.35197,1694,1228,0.7249
154,100,0.35197,1694,1228,0.7249
100,155,0.434817,1875,1491,0.7952
155,100,0.434817,1875,1491,0.7952
100,160,0.277613,1740,1291,0.742
160,100,0.277613,1740,1291,0.742
100,179,0.307826,1203,764,0.6351
179,100,0.307826,1203,764,0.6351
100,247,0.41884,1732,1339,0.7731
247,100,0.41884,1732,1339,0.7731
100,770,0.193274,1691,979,0.5789
770,100,0.193274,1691,979,0.5789
100,772,0.431456,1513,1180,0.7799
772,100,0.431456,1513,1180,0.7799
100,774,0.228433,1413,956,0.6766
774,100,0.228433,1413,956,0.6766
100,776,0.203035,1591,985,0.6191
776,100,0.203035,1591,985,0.6191
100,777,0.373407,1808,1345,0.7439
777,100,0.373407,1808,1345,0.7439
100,780,0.395098,1671,1219,0.7295
780,100,0.395098,1671,1219,0.7295
100,781,0.437605,1374,1061,0.7722
781,100,0.437605,1374,1061,0.7722
100,782,0.145797,1844,1204,0.6529
782,100,0.145797,1844,1204,0.6529
100,785,0.461642,1130,861,0.7619
785,100,0.461642,1130,861,0.7619
100,787,0.510462,2019,1665,0.8247
787,100,0.510462,2019,1665,0.8247
100,788,0.527635,1710,1409,0.824
788,100,0.527635,1710,1409,0.824
100,789,0.253319,1590,1117,0.7025
789,100,0.253319,1590,1117,0.7025
100,790,0.410458,1573,1185,0.7533
790,100,0.410458,1573,1185,0.7533
100,791,0.467044,1848,1496,0.8095
791,100,0.467044,1848,1496,0.8095
100,793,0.517843,1723,1383,0.8027
793,100,0.517843,1723,1383,0.8027
100,796,0.409,1869,1465,0.7838
796,100,0.409,1869,1465,0.7838
100,801,0.36215,1719,1303,0.758
801,100,0.36215,1719,1303,0.758
100,802,0.420637,1825,1466,0.8033
802,100,0.420637,1825,1466,0.8033
100,806,0.58647,1853,1581,0.8532
806,100,0.58647,1853,1581,0.8532
100,809,0.439294,1199,952,0.794
809,100,0.439294,1199,952,0.794
100,811,0.382714,1601,1200,0.7495
811,100,0.382714,1601,1200,0.7495
100,818,0.462952,1849,1479,0.7999
818,100,0.462952,1849,1479,0.7999
100,819,0.485187,1425,1125,0.7895
819,100,0.485187,1425,1125,0.7895
100,822,0.322847,1840,1376,0.7478
822,100,0.322847,1840,1376,0.7478
100,826,0.35738,1941,1485,0.7651
826,100,0.35738,1941,1485,0.7651
100,828,0.384516,1676,1357,0.8097
828,100,0.384516,1676,1357,0.8097
100,829,0.505018,1788,1485,0.8305
829,100,0.505018,1788,1485,0.8305
100,831,0.396462,1804,1390,0.7705
831,100,0.396462,1804,1390,0.7705
100,834,0.419379,1869,1454,0.778
834,100,0.419379,1869,1454,0.778
100,840,0.404196,1755,1289,0.7345
840,100,0.404196,1755,1289,0.7345
100,842,0.43475,1775,1393,0.7848
842,100,0.43475,1775,1393,0.7848
100,845,0.42749,1854,1451,0.7826
845,100,0.42749,1854,1451,0.7826
100,851,0.350418,1800,1395,0.775
851,100,0.350418,1800,1395,0.775
100,857,0.49314,1291,1038,0.804
857,100,0.49314,1291,1038,0.804
100,861,0.354469,1718,1280,0.7451
861,100,0.354469,1718,1280,0.7451
100,864,0.436728,1732,1358,0.7841
864,100,0.436728,1732,1358,0.7841
100,870,0.48262,1648,1314,0.7973
870,100,0.48262,1648,1314,0.7973
100,874,0.351208,1862,1396,0.7497
874,100,0.351208,1862,1396,0.7497
100,875,0.342445,1596,1232,0.7719
875,100,0.342445,1596,1232,0.7719
100,881,0.297834,1541,1100,0.7138
881,100,0.297834,1541,1100,0.7138
100,883,0.47845,1950,1581,0.8108
883,100,0.47845,1950,1581,0.8108
100,884,0.370428,1879,1412,0.7515
884,100,0.370428,1879,1412,0.7515
100,885,0.540856,1808,1495,0.8269
885,100,0.540856,1808,1495,0.8269
100,886,0.466105,1910,1535,0.8037
886,100,0.466105,1910,1535,0.8037
100,887,0.404581,1875,1521,0.8112
887,100,0.404581,1875,1521,0.8112
100,888,0.371171,1720,1311,0.7622
888,100,0.371171,1720,1311,0.7622
100,889,0.42311,1928,1483,0.7692
889,100,0.42311,1928,1483,0.7692
100,890,0.441182,1844,1423,0.7717
890,100,0.441182,1844,1423,0.7717
100,891,0.410641,1930,1553,0.8047
891,100,0.410641,1930,1553,0.8047
100,892,0.393837,1245,912,0.7325
892,100,0.393837,1245,912,0.7325
100,893,0.432455,1933,1521,0.7869
893,100,0.432455,1933,1521,0.7869
100,894,0.409937,2051,1610,0.785
894,100,0.409937,2051,1610,0.785
100,895,0.40241,1934,1482,0.7663
895,100,0.40241,1934,1482,0.7663
100,896,0.379651,1943,1455,0.7488
896,100,0.379651,1943,1455,0.7488
100,897,0.452016,1909,1532,0.8025
897,100,0.452016,1909,1532,0.8025
100,898,0.297939,1630,1073,0.6583
898,100,0.297939,1630,1073,0.6583
100,899,0.286222,1856,1321,0.7117
899,100,0.286222,1856,1321,0.7117
100,900,0.502624,1919,1559,0.8124
900,100,0.502624,1919,1559,0.8124
100,901,0.371924,1610,1166,0.7242
901,100,0.371924,1610,1166,0.7242
100,902,0.425838,1912,1534,0.8023
902,100,0.425838,1912,1534,0.8023
100,903,0.516231,2024,1672,0.8261
903,100,0.516231,2024,1672,0.8261
100,904,0.500368,1815,1480,0.8154
904,100,0.500368,1815,1480,0.8154
100,905,0.426622,1541,1201,0.7794
905,100,0.426622,1541,1201,0.7794
100,906,0.431142,1527,1166,0.7636
906,100,0.431142,1527,1166,0.7636
100,907,0.338446,1948,1485,0.7623
907,100,0.338446,1948,1485,0.7623
100,908,0.434129,1963,1560,0.7947
908,100,0.434129,1963,1560,0.7947
100,909,0.430171,2010,1590,0.791
909,100,0.430171,2010,1590,0.791
100,910,0.424854,1763,1377,0.7811
910,100,0.424854,1763,1377,0.7811
100,911,0.40953,1889,1442,0.7634
911,100,0.40953,1889,1442,0.7634
100,912,0.423221,2008,1575,0.7844
912,100,0.423221,2008,1575,0.7844
100,913,0.460998,1836,1477,0.8045
913,100,0.460998,1836,1477,0.8045
100,914,0.364811,1825,1360,0.7452
914,100,0.364811,1825,1360,0.7452
100,915,0.436843,1949,1538,0.7891
915,100,0.436843,1949,1538,0.7891
100,917,0.476131,1816,1422,0.783
917,100,0.476131,1816,1422,0.783
100,918,0.453741,1889,1508,0.7983
918,100,0.453741,1889,1508,0.7983
100,919,0.410745,1974,1521,0.7705
919,100,0.410745,1974,1521,0.7705
100,920,0.599101,1943,1667,0.858
920,100,0.599101,1943,1667,0.858
100,921,0.431578,1763,1431,0.8117
921,100,0.431578,1763,1431,0.8117
100,922,0.513592,1892,1545,0.8166
922,100,0.513592,1892,1545,0.8166
100,923,0.420083,2020,1620,0.802
923,100,0.420083,2020,1620,0.802
100,924,0.492205,1911,1566,0.8195
924,100,0.492205,1911,1566,0.8195
100,925,0.413779,1957,1577,0.8058
925,100,0.413779,1957,1577,0.8058
100,926,0.389727,1689,1372,0.8123
926,100,0.389727,1689,1372,0.8123
100,927,0.487912,1904,1562,0.8204
927,100,0.487912,1904,1562,0.8204
100,928,0.473157,1797,1453,0.8086
928,100,0.473157,1797,1453,0.8086
100,929,0.324052,1806,1362,0.7542
929,100,0.324052,1806,1362,0.7542
100,930,0.328004,1927,1384,0.7182
930,100,0.328004,1927,1384,0.7182
100,931,0.332614,1424,1038,0.7289
931,100,0.332614,1424,1038,0.7289
100,932,0.480954,1972,1596,0.8093
932,100,0.480954,1972,1596,0.8093
100,933,0.415245,1539,1158,0.7524
933,100,0.415245,1539,1158,0.7524
100,934,0.412227,1947,1527,0.7843
934,100,0.412227,1947,1527,0.7843
100,935,0.33634,1856,1319,0.7107
935,100,0.33634,1856,1319,0.7107
100,936,-0.213201,12,7,0.5833
936,100,-0.213201,12,7,0.5833
100,937,0.400752,1911,1468,0.7682
937,100,0.400752,1911,1468,0.7682
100,938,0.560164,285,237,0.8316
938,100,0.560164,285,237,0.8316
100,939,0.496601,1989,1600,0.8044
939,100,0.496601,1989,1600,0.8044
100,940,0.493844,1777,1425,0.8019
940,100,0.493844,1777,1425,0.8019
100,941,0.588107,1699,1425,0.8387
941,100,0.588107,1699,1425,0.8387
100,942,0.438852,1912,1481,0.7746
942,100,0.438852,1912,1481,0.7746
100,943,0.334767,1761,1219,0.6922
943,100,0.334767,1761,1219,0.6922
100,944,0.403071,1677,1246,0.743
944,100,0.403071,1677,1246,0.743
100,945,0.45762,1772,1390,0.7844
945,100,0.45762,1772,1390,0.7844
100,946,0.33725,1687,1182,0.7007
946,100,0.33725,1687,1182,0.7007
100,947,0.255934,1651,1178,0.7135
947,100,0.255934,1651,1178,0.7135
100,948,0.333721,1633,1193,0.7306
948,100,0.333721,1633,1193,0.7306
100,949,0.514265,1837,1482,0.8068
949,100,0.514265,1837,1482,0.8068
100,950,0.418026,1865,1466,0.7861
950,100,0.418026,1865,1466,0.7861
100,951,0.398323,1829,1396,0.7633
951,100,0.398323,1829,1396,0.7633
100,952,0.367698,1813,1364,0.7523
952,100,0.367698,1813,1364,0.7523
100,953,0.535132,1924,1630,0.8472
953,100,0.535132,1924,1630,0.8472
100,954,0.367239,1558,1143,0.7336
954,100,0.367239,1558,1143,0.7336
100,955,0.378561,1843,1368,0.7423
955,100,0.378561,1843,1368,0.7423
100,956,0.355366,1806,1373,0.7602
956,100,0.355366,1806,1373,0.7602
100,957,0.399604,1838,1429,0.7775
957,100,0.399604,1838,1429,0.7775
100,958,0.423274,1743,1368,0.7849
958,100,0.423274,1743,1368,0.7849
100,959,0.431802,1938,1529,0.789
959,100,0.431802,1938,1529,0.789
100,960,0.435134,1917,1498,0.7814
960,100,0.435134,1917,1498,0.7814
100,961,0.449703,1854,1486,0.8015
961,100,0.449703,1854,1486,0.8015
100,962,0.283248,1722,1160,0.6736
962,100,0.283248,1722,1160,0.6736
100,963,0.406024,1829,1438,0.7862
963,100,0.406024,1829,1438,0.7862
100,964,0.38145,1775,1345,0.7577
964,100,0.38145,1775,1345,0.7577
100,965,0.404734,1874,1427,0.7615
965,100,0.404734,1874,1427,0.7615
100,966,0.294656,1699,1144,0.6733
966,100,0.294656,1699,1144,0.6733
100,967,0.436392,1839,1460,0.7939
967,100,0.436392,1839,1460,0.7939
100,969,0.40811,2008,1611,0.8023
969,100,0.40811,2008,1611,0.8023
